subject,body,sender_display,sender_email,reply_to,spf,dkim,dmarc,attachments,has_html,num_recipients,label,family,noisy_label
Demande urgente - confidentiel,"Madame, Monsieur,
Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.
Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.
Merci,
Laura Brown
Directeur Général - Hooli",Laura Brown,service@hotmail.fr,contact@login-89.site,none,none,fail,,0,1,1,ceo,1
"Confirmation de paiement : 29,99€","Bonjour David,

Nous vous confirmons votre commande n°426-4537136 d'un montant de 29,99€. Votre paiement a bien été reçu.

Consultez le détail de votre commande dans votre espace client : https://netflix.com/support

Merci de votre confiance,
Netflix",Netflix,info@netflix.com,,pass,pass,pass,,0,1,0,receipt,0
FÉLICITATIONS ! Vous avez gagné un iPhone 15,"FÉLICITATIONS !!!

Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 750€ !

Réclamez votre gain avant expiration : http://my-netflix.buzz/auth/validate

Offre limitée - cliquez maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,no-reply@login395.top,,pass,none,none,,0,1,1,prize,1
Confirmez l'adresse de livraison de votre colis,"Bonjour,

Votre colis (suivi G593017352) est en attente. Des frais de douane de 1,99€ doivent être réglés pour finaliser la livraison.

Confirmez votre adresse et réglez les frais : https://dhl.com/profil/suivi/G593017352

Vous pouvez suivre votre colis à tout moment depuis votre espace client.

DHL",Dhl,info@dhl.com,contact@dhl.com,fail,fail,none,,1,1,0,legit_delivery,0
[Orange] Vérifiez une opération inhabituelle,"Bonjour,
Nous avons détecté une opération inhabituelle de 12,99€ sur votre compte Orange. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.
Vérifiez vos opérations récentes : https://orange.fr/fr/aide/securite/operations
Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.
Service Séucrité Orange",Orange,service@orange.fr,,pass,pass,pass,,0,5,0,legit_account,0
Réinitialisation de votre mot de passe Microsoft,"Cher utilisateur,

Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.

Cliquez ici pour réinitialiser : http://microsoft.secure-22.icu/login

Si vous n'agissez pas sous 48h, voter compte sera verrouillé.

L'équipe de sécurité Microsoft",Microsoft Service,j.martin@microsoft.com,,pass,pass,pass,,0,39,1,reset,1
Rappel : paiement de votre abonnement,"Madame, Monsieur,

Nous n'avons pas pu prélever votre abonnement de 19,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.

Mettez à jour vos informations dans votre espace client : https://spotify.com/mon-espace/billing

Merci,
Spotify",Spotify,notifications@spotify.com,contact@spotify.com,pass,pass,pass,,1,1,0,legit_invoice,0
Votre licence Windows a expiré,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 8 99 39 70 37 ou rendez-vous sur https://miccrosoft.info/billing/pay pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Microsoft Support Technique",Microsoft Service,info@microsoft.com,,pass,pass,pass,document.html,0,1,1,support,1
Confirmez votre identité immédiatement,"Cher client,
Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.
Vérifiez votre compte : http://120.192.69.226/login
Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.
Service Client Ameli",Ameli Service,info@ameli.espace-17.cf,,fail,none,pass,,0,45,1,account,1
[Ameli] Vérifiez une opération inhabituelle,"Bonjour,

Nous avons détecté une opération inhabituelle de 49,90€ sur votre compte Ameli. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.

Vérifiez vos opérations récentes : https://ameli.fr/mon-espace/securite/operations

Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.

Service Sécurité Ameli",Ameli,alerts@ameli.fr,,pass,pass,pass,,1,1,0,legit_account,1
Votre colis est en route - A624895280,"Madame, Monsieur,

Votre colis (n° de suivi A624895280) a été expédié et sera livré sous 2 à 3 jours ouvrés.

Suivez votre colis : https://laposte.fr/support/track

Cordialement,
LAPOSTE",Laposte,service@laposte.fr,,softfail,none,none,,0,1,0,shipping,0
Besoin de toi rapidement,"Hello,

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
David Petit
Directeur Général - Initech",David Petit,security@outlook.com,contact@account-46.tk,softfail,fail,fail,,0,1,1,ceo,1
[Microsoft Support] Votre appareil est infecté,"ALERTE DE SÉCURITÉ
Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.
Contactez notre support technique au +33 9 37 91 83 14 ou rendez-vous sur http://microsofft.icu/facture/regler pour nettoyer votre système maintenant.
N'éteignez pas votre ordinateur.
Microsoft Support Technique",Microsoft Service,info@mail.ru,,none,none,fail,scan.svg,0,28,1,support,1
Besoin de toi rapidement,"Mаdame, Mоnsieur,
Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.
Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.
Merci,
Lucas Smith
Directeur Général - Vandelay",Lucas Smith,security@update622.info,reply@update-9.icu,fail,none,fail,,1,1,1,ceo,1
Votre demande de changement de mot de passe,"Madame, Monsieur,

Vous avez demandé à réinitialiser le mot de passe de votre compte Apple. Pour des raisons de sécurité, ce lien expire dans 60 minutes.

Cliquez ici pour réinitialiser votre mot de passe : https://apple.com/orders/reset?token=528904

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, votre mot de passe restera inchangé.

L'équipe Apple",Apple,no-reply@apple.com,contact@apple.com,softfail,fail,fail,,0,13,0,legit_reset,0
Colis H666169511 : frais de douane à régler,"Bonjour, 

Votre colsi (suivi H666169511) est en attente. Des frais de douane de 1,99€ doivent être réglés pour finaliser la livraison.

Confirmez votre adresse et réglez les frais : https://amazon.fr/account/suivi/H666169511

Vous pouvez suivre votre colis à tout moment depuis votre espace client.

AMAZON",Amazon,noreply@amazon.fr,,none,fail,fail,,1,1,0,legit_delivery,0
Votre facture Spotify du mois est disponible,"Madame, Monsieur,
Nous n'avons pas pu prélever votre abonnement de 9,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.
Mettez à jour vos informations dans votre espace client : https://spotify.com/fr/aide/billing
Merci,
Spotify",Spotify,service@spotify.com,,pass,pass,pass,,0,1,0,legit_invoice,0
[Important] Suspension de votre compte Paypal,"Cher client,
Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.
Vérifiez votre compte : https://payypal.ml/account/update
Attention : sans confirmation sous 24h, votre cmopte sera définitivement fermé.
Service Client Paypal",Paypal Service,direction@wayne-corp.com,,pass,pass,pass,,0,1,1,account,1
Confirmation d'activité sur votre compte Paypal,"Bonjour,

Nous avons détecté une opération inhabituelle de 49,90€ sur votre compte Paypal. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.

Vérifiez vos opérations récentes : https://paypal.com/securite/operations

Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.

Service Sécurité Paypal",Paypal,contact@paypal.com,,fail,none,fail,,0,1,0,legit_account,0
Besoin de toi rapidement,"Cher client,
Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.
Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.
Merci,
Michael Müller
Directeur Général - Cyberdyne",Michael Müller,service@gmail.com,info@confirm-96.cf,none,fail,fail,facture.zip,0,1,1,ceo,1
Votre newsletter Impots de la semaine,"Cher client,

Voici les dernières actualités de Impots. Nous avons sélectionné pour vous votre sélection qui pourraient vous intéresser.

Pour en savoir plus, visitez : https://impots.gouv.fr/help

Vous recevez cet email car vous êtes abonné à notre newsletter. Se désabonner : https://impots.gouv.fr/profil/unsubscribe

L'équipe Impots",Impots,newsletter@impots.gouv.fr,,pass,pass,none,,1,1,0,newsletter,0
Facture impayée n°74021 - Action requise,"Hello,

Nous vous informons qu'une facture de 89,90€ reste impayée. Votre compte sera supsendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : http://214.91.116.141/billing/pay

Cordialement,
Service Facturation Microsoft",Microsoft Service,admin@mail.ru,,fail,pass,none,,0,1,1,invoice,1
Les soldes commencent maintenant,"Bonjour, 

Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.

Découvrir les offres : https://spotify.com/settings/offres

Offre valable jusqu'à la fin du mois. Se désabonner : https://spotify.com/orders/unsubscribe

Spotify",Spotify,alerts@spotify.com,contact@spotify.com,pass,pass,pass,,1,1,0,marketing,0
Votre commande Docusign - paiement requis,"Hello,

Nous vous informons qu'une factuer de 599,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : http://docusign.xyz/billing/pay

Cordialement,
Service Facturation Docusign",Docusign Service,contact@support867.online,,none,fail,fail,,0,1,1,invoice,1
Merci pour votre achat,"Bonjour Laura,
Nous vous confirmons votre commande n°375-5005030 d'un montant de 12,99€. Votre paiement a bien été reçu.
Consultez le détail de votre commande dans votre espace client : https://apple.com/billing
Merci de votre confiance,
Apple",Apple,contact@apple.com,,pass,pass,pass,photo.jpg,0,1,0,receipt,0
Merci pour votre achat,"Bonjour Emma,

Nous vous confirmons votre commande n°848-9696382 d'un montant de 29,99€. Votre paiement a bien été reçu.

Consultez le détail de votre commande dans votre espace client : https://spotify.com/settings

Merci de votre confiance,
Spotify",Spotify,alerts@spotify.com,contact@spotify.com,none,pass,pass,,0,1,0,receipt,0
RE: la réunion de demain,"Salut,

J'ai bien avancé sur la réunion de demain. Tu peux jeter un œil quand tu as un moment ?
On en parle à la pause si tu veux.

À tout',
Nicolas",Nicolas Leroy,nicolas.leroy@wonka.com,,none,pass,none,presentation.pptx,1,1,0,colleague,0
Nouvelle connexion à votre compte Google,"Bonjour, 

Une nouvelle connexion à votre compte a été détectée depuis Lyon le 1/04/2026.

Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://google.com/account/security.

L'équipe Google",Google,info@google.com,,pass,pass,pass,presentation.pptx,1,1,0,legit_security,0
Échec de livraison - action nécessaire,"Madame, Monsieur,

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 2,50€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : https://chronopost-login.tk/billing/pay

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

CHRONOPOST Livraison",Chronopost Service,noreply@yahoo.com,,fail,fail,fail,,0,1,1,delivery,1
Tâche urgente (je suis en réunion),"Hello,

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
Lucas Garcia
Directeur Général - Cyberdyne",Lucas Garcia,admin@service272.icu,contact@mail-40.online,fail,none,fail,,1,1,1,ceo,1
Vérification de compte requise,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : https://orange.espace-19.online/reset

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Orange",Orange Service,compta@orange.fr,,pass,pass,pass,,1,1,1,account,1
Les soldes commencent maintenant,"Hello,
Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.
Découvrir les offres : https://orange.fr/mon-espace/offres
Offre valable jusqu'à la fin du mois. Se désabonner : https://orange.fr/profil/unsubscribe
Orange",Orange,alerts@orange.fr,contact@orange.fr,pass,pass,pass,,0,1,0,marketing,0
Récapitulatif de votre activité,"Cher client,

Vous avez de nouvelles activités sur votre compte Dropbox.

Consultez-les ici : https://dropbox.com/profil/notifications

Gérez vos préférences de notification dans vos paramètres.

Dropbox",Dropbox,alerts@dropbox.com,,none,fail,none,,1,1,0,notification,0
Expédition confirmée,"Hello,

Votre colis (n° de suivi B886822451) a été expédié et sera livré sous 2 à 3 jours ouvrés.

Suivez votre colis : https://amazon.fr/mon-espace/track

Cordialement,
AMAZON",Amazon,no-reply@amazon.fr,,pass,pass,pass,,1,1,0,shipping,0
